id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,Total_Score,Performance_Category
1068,41,349,1067,0,False,3,False,24,9,99,77,82,60,88,91,93,2042,High
1069,79,358,1068,1,False,4,False,13,11,93,61,71,82,43,94,88,1987,High
1070,40,296,1069,0,False,1,False,4,4,63,72,92,82,84,82,60,1909,High
1071,51,94,1070,1,False,1,False,1,7,81,86,84,78,63,86,73,1725,High
1072,357,205,1071,1,False,5,False,27,4,60,61,66,82,100,76,79,1837,High
1073,114,105,1072,1,True,7,False,4,7,68,50,68,53,58,87,74,1655,High
1074,110,137,1073,0,False,7,False,8,15,89,97,65,75,61,60,60,1747,High
1075,358,385,1074,0,False,1,True,35,8,86,87,89,91,90,85,92,2124,High
1076,40,515,1075,0,False,2,True,7,16,71,96,83,76,60,87,74,2163,High
1077,359,84,1076,1,False,9,False,4,7,72,69,58,79,70,50,98,1677,High
1078,293,129,1077,0,False,2,False,25,4,74,67,90,69,83,89,68,1777,High
1079,74,185,1078,0,False,2,False,28,5,99,84,75,81,91,87,63,1878,High
1080,349,516,1079,0,False,4,False,19,15,99,78,74,95,72,65,91,2207,High
1081,360,512,1080,0,False,2,False,16,5,88,71,82,98,91,73,74,2192,High
1082,333,153,1081,1,False,3,False,6,4,65,72,77,89,74,76,61,1762,High
1083,236,6,1082,1,True,5,False,4,7,90,99,87,81,90,80,92,1725,High
1084,20,70,1083,0,False,9,False,34,0,91,88,79,60,82,96,83,1775,High
1085,143,517,1084,0,True,3,False,31,0,86,92,66,66,100,99,91,2236,High
1086,361,181,1085,0,False,2,False,27,5,86,84,98,67,76,75,65,1851,High
1087,362,36,1086,1,False,4,False,22,5,92,91,85,94,69,80,71,1736,High
1088,160,518,1087,1,False,3,True,25,9,90,97,64,64,61,81,93,2194,High
1089,44,503,1088,1,False,3,False,19,11,98,69,61,62,82,87,64,2148,High
1090,75,519,1089,0,False,1,False,28,0,72,93,68,62,83,98,67,2180,High
1091,191,258,1090,0,True,3,True,34,8,77,93,83,84,83,84,71,1970,High
1092,124,119,1091,0,False,10,False,5,7,75,52,84,70,81,99,85,1778,High
1093,6,410,1092,0,True,1,False,34,0,94,82,83,76,83,93,94,2143,High
1094,41,520,1093,0,False,7,False,34,9,75,88,71,62,90,78,95,2222,High
1095,363,248,1094,1,False,0,False,19,5,91,91,66,97,62,89,82,1945,High
1096,95,521,1095,0,False,0,False,13,11,75,64,100,63,98,71,73,2184,High
1097,364,36,1096,0,False,3,False,18,11,93,79,86,72,89,61,98,1742,High
1098,238,522,1097,1,False,5,False,1,14,86,81,80,85,62,86,69,2189,High
1099,60,98,1098,0,False,1,False,29,4,92,61,96,79,97,89,78,1822,High
1100,154,171,1099,0,False,5,False,34,5,90,91,61,72,64,84,72,1848,High
1101,181,523,1100,1,False,1,False,31,8,92,78,96,91,82,98,100,2301,High
1102,247,524,1101,0,False,2,False,14,11,90,88,71,96,72,74,80,2223,High
1103,50,525,1102,1,False,6,True,32,0,78,92,77,100,61,82,61,2218,High
1104,124,233,1103,0,False,10,False,5,7,82,58,58,91,91,55,98,1891,High
1105,129,526,1104,1,False,5,False,33,5,86,62,81,63,75,92,95,2228,High
1106,283,527,1105,0,False,1,False,32,8,83,63,93,94,93,90,78,2267,High
1107,54,470,1106,1,False,0,False,11,6,69,85,70,79,68,81,89,2135,High
1108,80,394,1107,0,False,0,False,12,9,83,81,96,96,62,82,77,2099,High
1109,70,177,1108,0,False,2,False,24,9,84,63,98,70,92,78,93,1898,High
1110,17,528,1109,0,False,2,True,29,9,89,71,77,88,66,80,87,2236,High
1111,201,406,1110,1,False,0,False,33,11,77,99,73,83,71,82,80,2126,High
1112,17,152,1111,0,False,0,False,13,13,94,88,98,64,99,98,96,1926,High
1113,203,87,1112,1,False,3,False,10,6,93,64,81,74,96,94,98,1819,High
1114,122,504,1113,1,False,3,False,38,1,92,88,90,94,88,92,96,2300,High
1115,231,350,1114,0,False,2,False,5,16,73,87,92,99,84,91,71,2084,High
1116,365,395,1115,1,False,3,True,35,4,90,87,100,98,91,98,96,2214,High
1117,146,121,1116,1,True,10,False,1,7,87,58,85,82,100,87,91,1847,High
1118,366,494,1117,0,False,2,False,21,5,88,74,99,72,63,87,79,2201,High
1119,55,195,1118,1,False,6,False,5,4,88,99,71,85,82,94,90,1938,High
1120,51,529,1119,1,True,1,True,15,9,96,87,64,88,64,92,77,2244,High
1121,173,64,1120,1,False,3,False,28,1,89,96,85,91,100,91,91,1860,High
1122,57,530,1121,1,False,1,False,5,16,58,77,69,83,94,70,97,2222,High
1123,231,58,1122,0,False,2,False,35,1,95,98,97,94,88,99,96,1885,High
1124,367,252,1123,1,False,8,True,28,9,76,69,86,72,71,79,63,1938,High
1125,83,255,1124,0,False,2,False,16,13,87,89,91,76,77,97,61,1988,High
1126,93,484,1125,0,False,2,False,29,4,60,65,86,66,61,99,89,2170,High
1127,40,531,1126,0,False,10,False,3,7,70,61,83,52,81,97,69,2190,High
1128,0,37,1127,0,False,6,False,35,13,90,86,99,94,100,89,85,1861,High
1129,55,532,1128,1,False,2,False,29,4,75,96,61,73,60,77,81,2219,High
1130,84,88,1129,1,False,3,True,14,11,96,100,96,87,83,81,95,1885,High
1131,110,533,1130,0,False,2,False,11,9,88,98,81,61,62,96,60,2231,High
1132,346,154,1131,0,False,2,True,1,14,99,60,87,94,71,93,93,1900,High
1133,32,478,1132,1,False,4,False,14,6,86,99,64,88,84,95,97,2248,High
1134,237,98,1133,1,False,4,True,11,12,96,61,85,87,83,80,79,1831,High
1135,122,3,1134,1,False,3,False,28,0,87,99,70,81,62,90,91,1749,High
1136,93,201,1135,0,False,6,False,18,5,89,90,96,97,87,84,63,1971,High
1137,313,339,1136,1,False,1,False,31,10,77,98,67,67,80,90,66,2063,High
1138,368,534,1137,1,True,6,False,2,7,57,71,51,59,84,74,68,2152,High
1139,203,333,1138,1,False,0,False,32,11,88,93,91,92,53,65,88,2085,High
1140,165,421,1139,1,False,3,False,3,16,56,75,78,82,98,99,81,2152,High
1141,13,295,1140,1,True,1,False,33,11,94,79,64,79,96,98,93,2085,High
1142,282,535,1141,1,False,3,False,4,7,57,71,76,59,58,84,73,2169,High
1143,151,536,1142,1,True,4,False,0,7,81,86,68,65,87,78,82,2238,High
1144,144,2,1143,1,False,2,False,10,15,96,83,64,84,98,79,99,1776,High
1145,138,226,1144,1,False,8,False,11,9,97,66,76,80,81,82,64,1945,High
1146,34,537,1145,0,False,3,False,5,14,86,76,92,86,75,67,79,2265,High
1147,56,154,1146,0,False,4,False,33,1,94,74,95,82,100,63,97,1943,High
1148,244,181,1147,1,False,2,True,29,5,88,83,94,80,97,95,78,1981,High
1149,369,277,1148,0,False,3,False,26,4,84,74,74,67,72,99,65,1993,High
1150,231,62,1149,0,False,1,False,25,15,85,82,88,62,71,71,75,1786,High
1151,191,538,1150,0,False,2,True,30,4,78,89,95,71,68,71,69,2266,High
1152,40,209,1151,0,False,2,False,13,4,86,66,77,74,84,72,95,1933,High
1153,370,127,1152,1,False,1,False,25,5,99,98,80,83,89,68,61,1889,High
1154,102,101,1153,1,False,0,False,15,6,67,64,99,84,100,81,78,1849,High
1155,192,539,1154,0,False,6,False,10,9,84,94,60,83,97,75,97,2308,High
1156,23,210,1155,1,True,3,True,0,3,72,62,96,95,97,71,83,1950,High
1157,35,153,1156,0,True,1,False,17,12,74,88,99,92,93,85,81,1952,High
1158,55,438,1157,1,True,5,False,4,7,74,74,83,52,70,87,95,2148,High
1159,74,366,1158,0,False,3,False,32,0,91,92,64,69,82,94,61,2112,High
1160,50,10,1159,1,False,5,False,34,11,77,66,94,77,49,83,64,1730,High
1161,122,6,1160,1,False,7,False,8,2,87,90,91,60,95,67,62,1736,High
1162,102,540,1161,1,False,1,True,3,4,60,70,61,63,61,71,73,2170,High
1163,125,541,1162,0,False,1,True,3,7,92,84,86,80,73,97,88,2315,High
1164,303,520,1163,1,True,9,False,4,7,71,89,63,50,63,64,69,2174,High
1165,122,56,1164,1,False,1,False,2,3,62,100,91,75,99,76,78,1808,High
1166,371,149,1165,0,False,0,False,0,16,100,85,81,91,75,64,83,1909,High
1167,80,153,1166,0,False,5,True,3,14,94,65,100,77,66,96,68,1908,High
1168,94,28,1167,1,False,4,False,4,3,98,80,66,94,86,72,86,1789,High
1169,117,542,1168,0,False,3,False,21,13,94,81,88,81,71,92,73,2327,High
1170,344,83,1169,0,False,3,False,4,14,92,69,93,67,79,84,69,1826,High
1171,247,543,1170,0,False,5,True,1,7,50,87,93,84,86,73,74,2274,High
1172,303,289,1171,1,False,7,False,49,1,99,98,94,96,95,88,92,2180,High
1173,2,238,1172,1,False,3,False,12,6,70,68,89,60,79,85,66,1949,High
1174,122,544,1173,1,False,6,False,9,2,92,93,86,61,78,80,62,2287,High
1175,177,426,1174,0,True,1,False,20,9,82,70,86,66,97,93,91,2216,High
1176,267,44,1175,0,False,7,True,16,13,83,73,82,62,92,68,76,1792,High
1177,81,531,1176,0,False,1,False,13,15,84,85,64,74,79,92,64,2278,High
1178,109,545,1177,0,False,0,False,30,4,60,71,91,83,93,88,97,2339,High
1179,192,546,1178,0,False,3,False,7,4,67,60,99,60,82,81,63,2250,High
1180,51,547,1179,1,False,3,False,38,1,96,92,93,91,88,90,88,2407,High
1181,203,128,1180,1,False,4,False,7,15,97,63,61,77,74,94,61,1862,High
1182,324,548,1181,0,False,1,False,8,4,89,62,79,60,93,77,73,2275,High
1183,108,549,1182,0,False,0,False,8,16,68,95,62,65,70,65,64,2244,High
1184,41,101,1183,0,False,9,True,11,13,82,85,94,75,97,98,76,1925,High
1185,32,550,1184,1,False,3,True,30,5,85,78,99,81,60,83,75,2335,High
1186,114,456,1185,1,False,3,True,11,4,86,66,84,86,74,91,66,2214,High
1187,372,119,1186,0,False,2,False,35,11,87,86,89,94,93,91,88,1981,High
1188,66,236,1187,1,False,7,False,4,7,98,81,58,78,91,74,75,1997,High
1189,102,24,1188,1,False,9,True,6,16,91,94,75,86,84,67,97,1839,High
1190,373,146,1189,0,False,1,False,33,1,100,90,89,91,86,75,72,1973,High
1191,54,296,1190,1,False,1,False,1,16,50,60,70,75,100,62,100,2022,High
1192,106,542,1191,0,False,3,False,11,12,75,92,70,62,87,87,98,2330,High
1193,5,75,1192,1,False,7,False,21,15,86,62,81,63,92,75,79,1849,High
1194,4,3,1193,0,False,3,False,24,9,80,66,67,72,78,99,67,1761,High
1195,374,444,1194,0,False,7,False,4,7,56,66,92,74,79,80,68,2171,High
1196,33,197,1195,0,False,1,False,1,14,91,72,85,78,92,82,85,1993,High
1197,375,70,1196,0,False,1,True,12,13,94,65,90,79,97,76,75,1869,High
1198,371,551,1197,0,False,7,False,28,13,81,82,99,86,88,60,89,2381,High
1199,376,552,1198,0,False,2,False,20,11,94,82,91,94,100,99,69,2412,High
1200,39,12,1199,1,False,3,False,35,1,99,89,93,87,86,90,96,1891,High
1201,282,37,1200,1,False,0,False,33,0,88,83,62,88,100,83,84,1859,High
1202,182,172,1201,1,False,6,False,4,16,79,74,68,82,65,73,89,1930,High
1203,70,553,1202,0,True,4,False,1,7,49,85,70,90,79,71,67,2279,High
1204,377,380,1203,1,False,5,False,7,2,97,99,67,87,66,68,67,2149,High
1205,378,244,1204,0,False,3,False,27,13,96,70,82,71,99,90,65,2064,High
1206,84,2,1205,1,False,2,False,34,15,89,71,75,65,74,93,90,1816,High
1207,114,401,1206,1,True,2,False,17,5,94,90,77,65,83,79,96,2217,High
1208,22,554,1207,0,False,1,False,18,4,62,73,95,68,61,60,68,2271,High
1209,178,43,1208,1,False,2,True,9,16,68,94,92,77,79,88,74,1852,High
1210,44,550,1209,1,False,2,False,3,16,58,66,99,98,69,65,78,2314,High
1211,176,70,1210,1,False,5,False,28,9,92,77,75,84,74,82,78,1885,High
1212,174,555,1211,1,False,5,False,28,15,90,78,86,83,98,71,84,2405,High
1213,165,429,1212,1,False,2,False,26,1,84,67,89,96,88,60,88,2243,High
1214,50,556,1213,1,True,10,True,4,7,81,85,50,53,55,91,78,2286,High
1215,290,557,1214,1,False,3,False,15,6,87,89,94,82,81,98,88,2415,High
1216,102,6,1215,1,False,3,False,33,4,88,75,83,74,76,72,61,1791,High
1217,27,277,1216,1,False,3,True,31,10,76,83,100,96,65,98,97,2154,High
1218,6,558,1217,0,False,5,True,7,2,60,66,65,90,61,96,74,2302,High
1219,54,104,1218,1,False,1,False,26,4,85,64,98,68,70,63,77,1879,High
1220,153,394,1219,1,False,9,False,3,7,73,88,57,93,85,85,77,2191,High
1221,300,559,1220,0,False,5,False,31,0,99,81,80,89,75,83,93,2415,High
1222,70,154,1221,0,False,4,False,1,7,95,57,77,81,83,57,70,1907,High
1223,110,115,1222,0,False,4,True,30,11,92,90,92,78,59,68,96,1958,High
1224,378,560,1223,0,False,2,True,28,0,100,94,76,60,95,90,66,2395,High
1225,44,403,1224,1,True,3,False,24,1,89,67,98,94,89,60,95,2249,High
1226,63,238,1225,1,False,1,True,28,9,94,66,68,94,62,76,77,2040,High
1227,40,561,1226,0,False,6,False,6,16,89,64,78,85,68,84,99,2382,High
1228,55,193,1227,1,True,9,True,5,7,74,79,82,51,67,65,82,1944,High
1229,159,474,1228,1,False,2,False,12,6,95,82,70,81,94,93,69,2307,High
1230,262,429,1229,0,False,7,False,3,4,93,74,98,100,62,83,87,2269,High
1231,131,562,1230,1,False,4,False,26,0,94,91,98,94,88,97,94,2479,High
1232,379,563,1231,1,False,4,False,18,11,85,80,84,96,45,84,90,2392,High
1233,380,564,1232,1,False,5,False,31,11,94,98,74,94,35,95,80,2414,High
1234,360,565,1233,1,False,1,False,17,6,95,88,85,66,70,72,97,2396,High
1235,307,566,1234,1,False,2,True,23,5,97,82,100,69,64,73,88,2405,High
1236,56,567,1235,0,False,0,False,17,12,100,83,67,77,88,76,84,2406,High
1237,124,449,1236,0,False,4,False,29,1,99,65,97,89,87,72,86,2314,High
1238,178,568,1237,1,False,0,False,13,12,97,67,79,76,76,66,97,2389,High
1239,197,210,1238,1,True,10,True,2,7,53,98,66,80,82,89,85,2023,High
1240,381,244,1239,1,False,3,False,35,4,99,85,98,91,86,97,85,2167,High
1241,126,152,1240,1,False,5,False,35,12,99,89,88,94,99,89,92,2095,High
1242,74,531,1241,0,False,3,False,28,11,79,83,78,89,83,79,76,2381,High
1243,36,569,1242,0,True,6,True,2,7,94,95,75,73,51,89,77,2382,High
1244,88,360,1243,0,False,6,True,28,5,97,73,92,64,66,96,65,2196,High
1245,110,289,1244,0,False,3,True,26,11,87,70,65,64,30,72,68,2030,High
1246,308,152,1245,0,False,7,False,26,15,82,82,87,92,64,70,72,1994,High
1247,352,2,1246,1,False,1,False,22,1,94,98,96,88,96,61,80,1886,High
1248,30,227,1247,0,True,1,False,26,5,99,85,97,72,79,92,82,2113,High
1249,119,230,1248,1,False,1,False,16,6,68,83,74,87,71,86,82,2053,High
1250,229,570,1249,1,False,10,False,2,7,67,82,81,83,57,59,91,2359,High
1251,40,307,1250,0,False,4,True,10,9,92,65,81,79,84,85,74,2141,High
1252,382,571,1251,1,False,3,True,21,10,69,77,82,93,92,90,71,2432,High
1253,58,88,1252,0,True,1,False,30,5,92,98,61,99,77,72,75,1951,High
1254,311,277,1253,1,False,6,False,24,11,90,64,90,75,64,96,71,2122,High
1255,383,238,1254,0,True,1,False,33,15,91,92,73,97,61,63,71,2090,High
1256,384,541,1255,1,False,5,False,3,3,65,67,91,81,97,99,75,2383,High
1257,146,41,1256,1,False,2,False,34,5,98,80,70,60,88,65,92,1892,High
1258,385,572,1257,1,False,6,True,2,7,70,89,78,87,87,62,85,2404,High
1259,51,66,1258,1,False,2,False,17,5,97,97,90,69,75,68,70,1915,High
1260,109,425,1259,0,False,1,False,18,11,80,71,89,81,75,81,63,2254,High
1261,386,573,1260,0,False,2,False,16,10,70,75,79,77,65,92,78,2397,High
1262,33,237,1261,0,False,3,True,21,1,96,79,92,85,95,69,65,2105,High
1263,70,574,1262,0,False,1,False,24,5,99,62,65,67,97,73,96,2425,High
1264,99,66,1263,1,False,3,True,27,4,76,72,97,65,87,93,84,1939,High
1265,37,202,1264,1,True,4,True,24,15,86,68,98,87,61,78,96,2086,High
1266,124,251,1265,0,False,5,False,27,13,98,100,100,81,73,75,99,2187,High
1267,167,465,1266,0,False,3,False,14,2,88,74,88,92,83,71,89,2335,High
1268,149,575,1267,0,False,8,False,30,5,89,65,71,96,65,63,100,2434,High
1269,102,6,1268,1,False,1,False,24,0,88,100,89,87,76,89,85,1914,High
1270,21,36,1269,1,False,4,False,0,7,78,73,89,86,69,84,97,1893,High
1271,41,274,1270,0,False,3,False,35,1,87,85,96,98,88,99,92,2228,High
1272,236,129,1271,1,False,2,False,21,5,90,76,64,88,80,75,70,1972,High
1273,33,576,1272,0,True,1,False,15,11,88,67,90,89,49,85,63,2407,High
1274,238,577,1273,1,False,1,False,5,14,99,72,90,83,90,99,97,2501,High
1275,69,59,1274,0,True,10,False,3,7,41,99,84,63,92,72,81,1886,High
1276,237,397,1275,1,False,4,False,8,2,98,90,70,97,69,79,74,2264,High
1277,291,578,1276,1,False,0,False,1,14,91,66,91,62,82,69,62,2393,High
1278,129,283,1277,1,True,9,True,5,7,68,72,92,51,96,88,81,2132,High
1279,1,579,1278,1,True,1,True,26,9,79,100,79,60,100,84,93,2491,High
1280,217,236,1279,1,False,2,False,24,9,77,66,61,98,90,95,73,2111,High
1281,50,222,1280,1,False,5,False,24,9,89,100,90,81,86,80,92,2159,High
1282,22,125,1281,0,True,0,True,9,16,94,69,80,66,62,61,88,1953,High
1283,33,406,1282,0,False,2,False,3,3,80,85,85,60,77,90,81,2254,High
1284,74,388,1283,0,False,2,False,1,3,79,88,97,94,89,82,97,2303,High
1285,237,125,1284,1,False,2,False,15,9,92,65,88,78,67,95,96,2017,High
1286,207,176,1285,1,False,5,False,32,9,85,62,92,89,92,75,78,2081,High
1287,360,10,1286,1,False,3,False,26,11,75,83,66,70,57,77,96,1861,High
1288,387,432,1287,0,False,5,True,32,5,88,65,75,73,66,98,81,2308,High
1289,388,113,1288,0,False,0,False,35,9,93,89,88,86,85,89,95,2070,High
1290,292,359,1289,0,False,3,False,2,14,86,93,91,64,69,71,64,2205,High
1291,253,62,1290,0,False,1,False,13,2,62,91,92,61,85,98,72,1929,High
1292,118,580,1291,1,True,2,True,20,15,82,74,80,60,96,76,99,2478,High
1293,229,64,1292,1,False,5,False,5,3,83,94,77,97,78,60,85,1944,High
1294,267,289,1293,0,False,1,False,5,16,98,75,62,64,68,80,79,2130,High
1295,122,333,1294,1,False,2,False,34,9,84,74,90,99,90,92,72,2274,High
1296,389,75,1295,1,False,6,False,34,10,91,75,82,68,88,98,88,2011,High
1297,390,37,1296,0,False,2,False,21,13,83,81,96,62,66,90,91,1938,High
1298,99,176,1297,1,False,4,False,27,11,83,63,84,82,78,60,71,2037,High
1299,192,179,1298,0,False,0,False,31,5,90,72,62,84,74,75,100,2070,High
1300,38,88,1299,0,False,4,False,31,0,81,92,97,73,90,90,60,2005,High
1301,140,581,1300,1,True,3,False,12,6,89,67,87,61,91,80,76,2455,High
1302,36,149,1301,0,False,2,False,13,13,97,65,96,92,91,66,74,2059,High
1303,98,530,1302,0,False,3,False,28,11,97,88,88,79,100,74,83,2483,High
1304,193,513,1303,0,False,5,False,27,5,100,89,98,81,78,91,87,2477,High
1305,391,10,1304,1,True,3,False,4,14,98,63,82,61,79,70,86,1876,High
1306,74,83,1305,0,False,2,False,33,5,97,98,83,87,60,78,70,2001,High
1307,123,266,1306,1,False,4,False,18,11,78,80,73,91,34,73,60,2095,High
1308,42,6,1307,1,False,0,False,29,0,100,92,67,89,90,83,89,1953,High
1309,50,44,1308,1,False,1,False,13,10,92,77,89,97,61,93,82,1968,High
1310,40,6,1309,0,False,4,False,5,14,81,95,84,85,82,62,63,1890,High
1311,230,152,1310,1,False,6,False,15,5,98,67,74,94,94,96,85,2097,High
1312,353,70,1311,0,False,2,False,2,4,62,74,98,97,72,72,95,1959,High
1313,158,252,1312,1,False,3,False,27,11,95,88,85,86,76,78,81,2195,High
1314,30,550,1313,0,False,1,False,22,9,87,90,80,88,71,95,81,2487,High
1315,229,99,1314,1,False,5,True,24,11,85,85,67,91,75,93,81,2032,High
1316,203,75,1315,1,False,6,False,27,9,96,72,66,80,72,83,98,2000,High
1317,113,263,1316,1,False,2,False,25,11,83,63,66,67,60,60,61,2078,High
1318,257,582,1317,0,False,3,False,17,13,89,92,88,99,92,62,71,2525,High
1319,392,3,1318,0,False,1,False,14,13,90,73,98,72,69,84,86,1921,High
1320,173,583,1319,1,False,5,False,14,9,99,72,74,88,90,81,95,2530,High
1321,393,6,1320,0,False,1,False,3,2,62,67,96,67,82,65,73,1844,High
1322,112,584,1321,1,False,7,False,5,7,42,79,79,59,61,87,65,2397,High
1323,347,585,1322,1,False,10,True,2,7,46,52,87,80,76,73,76,2418,High
1324,26,2,1323,0,False,3,False,4,14,92,63,100,97,91,87,68,1944,High
1325,139,36,1324,1,False,10,False,33,0,94,89,96,98,61,95,67,2004,High
1326,200,586,1325,0,False,2,False,31,9,89,99,89,71,74,94,78,2547,High
1327,265,587,1326,0,False,1,False,16,13,90,100,98,95,97,74,63,2560,High
1328,150,44,1327,0,False,5,False,15,4,69,81,83,68,76,90,95,1957,High
1329,50,152,1328,1,False,7,True,5,7,40,51,67,63,98,54,79,1953,High
1330,4,588,1329,0,True,10,False,3,7,42,92,60,54,68,69,76,2399,High
1331,199,183,1330,1,False,8,False,4,7,82,91,69,61,79,76,83,2074,High
1332,18,252,1331,1,False,1,True,29,11,82,93,67,79,84,90,64,2185,High
1333,124,589,1332,0,False,7,True,18,4,76,80,93,74,73,63,81,2491,High
1334,112,12,1333,1,False,2,False,16,6,80,62,66,88,75,98,68,1907,High
1335,268,120,1334,0,False,0,False,23,5,87,90,92,62,96,77,80,2066,High
1336,284,3,1335,1,True,3,False,28,5,91,98,60,88,63,78,95,1949,High
1337,385,9,1336,1,False,7,False,31,0,100,94,94,87,65,83,95,2002,High
1338,394,60,1337,1,False,9,False,5,7,56,60,88,96,57,68,76,1920,High
1339,81,359,1338,0,False,2,False,6,15,84,86,96,95,75,61,99,2316,High
1340,395,590,1339,0,False,1,False,33,0,86,86,64,61,97,97,91,2545,High
1341,236,421,1340,1,False,7,False,0,7,79,67,72,50,75,95,62,2276,High
1342,178,591,1341,1,False,6,True,19,5,99,78,61,64,75,66,76,2483,High
1343,44,527,1342,1,False,2,False,26,11,95,79,95,62,69,82,94,2485,High
1344,180,397,1343,1,False,1,False,3,3,65,67,90,99,93,91,99,2352,High
1345,125,91,1344,0,False,2,False,10,4,85,90,61,94,86,79,90,2036,High
1346,11,555,1345,1,False,5,False,24,1,99,82,81,98,86,85,85,2547,High
1347,396,592,1346,1,False,5,False,1,3,88,62,65,98,92,64,82,2499,High
1348,12,290,1347,1,False,1,False,25,5,100,87,88,100,89,98,71,2302,High
1349,129,24,1348,1,False,10,False,15,4,62,63,94,74,75,86,100,1956,High
1350,22,486,1349,0,True,10,False,3,7,84,75,61,87,86,67,93,2409,High
1351,77,593,1350,1,False,3,True,14,6,60,61,71,60,69,91,84,2464,High
1352,167,31,1351,0,False,9,False,31,15,96,76,74,92,96,74,99,2044,High
1353,92,88,1352,1,False,2,True,9,16,58,81,100,97,74,90,87,2056,High
1354,138,573,1353,1,False,1,False,8,6,90,67,73,82,66,75,90,2485,High
1355,292,481,1354,0,False,2,False,22,11,75,80,65,80,55,86,95,2406,High
1356,18,376,1355,1,False,3,False,11,9,76,82,74,79,81,93,72,2312,High
1357,39,269,1356,1,True,10,False,2,7,81,100,64,61,91,76,93,2212,High
1358,91,28,1357,1,False,2,False,21,4,73,98,72,100,77,62,69,1964,High
1359,32,317,1358,1,False,1,False,28,4,60,64,84,64,66,96,99,2242,High
1360,203,70,1359,1,True,9,False,4,7,89,100,72,73,78,67,91,2021,High
1361,75,34,1360,0,False,4,False,35,5,91,98,93,93,88,96,97,2094,High
1362,36,594,1361,0,False,6,False,27,1,85,72,80,85,94,96,87,2588,High
1363,40,595,1362,0,False,0,True,14,11,81,84,69,99,55,68,73,2512,High
1364,237,191,1363,1,False,10,False,1,7,67,63,65,95,52,84,77,2076,High
1365,149,596,1364,0,False,4,False,29,1,86,71,86,93,99,92,77,2598,High
1366,139,597,1365,1,False,1,False,33,0,94,85,78,66,95,87,95,2597,High
1367,80,436,1366,0,False,1,False,18,10,83,96,72,81,86,93,75,2417,High
1368,172,34,1367,0,False,2,False,11,4,98,77,91,88,87,76,68,2003,High
1369,397,121,1368,1,True,5,False,3,7,46,63,60,61,66,91,97,1990,High
1370,161,119,1369,0,False,2,False,19,5,95,92,73,94,73,70,94,2105,High
1371,235,159,1370,0,False,1,False,31,5,88,68,81,68,73,61,93,2098,High
1372,308,70,1371,0,False,5,True,28,15,90,73,78,72,63,88,72,2026,High
1373,71,546,1372,0,False,10,False,11,13,100,60,87,60,86,93,75,2513,High
1374,70,55,1373,0,False,1,False,16,12,76,76,92,86,79,85,78,2029,High
1375,285,34,1374,0,False,3,False,4,3,73,73,81,78,82,85,66,1956,High
1376,160,449,1375,1,False,1,False,15,9,96,95,67,88,68,93,75,2432,High
1377,58,598,1376,0,False,4,False,31,10,85,87,99,65,66,95,77,2593,High
1378,124,64,1377,0,False,4,False,29,5,91,93,62,63,100,85,85,2058,High
1379,373,70,1378,0,False,5,False,27,4,61,85,92,62,64,66,95,2009,High
1380,398,125,1379,0,False,1,False,29,12,79,69,78,78,99,61,87,2097,High
1381,399,52,1380,1,False,2,False,23,5,99,75,79,87,63,90,90,2046,High
1382,173,502,1381,1,False,2,False,32,8,81,64,81,92,87,84,95,2510,High
1383,112,599,1382,1,False,5,False,9,6,91,87,71,98,93,83,81,2606,High
1384,29,125,1383,1,False,3,False,16,5,91,84,95,97,88,70,77,2135,High
1385,80,301,1384,0,False,2,False,29,5,100,79,77,61,79,70,69,2256,High
1386,11,600,1385,1,False,3,True,5,3,60,69,80,87,100,93,92,2579,High
1387,268,340,1386,0,False,3,False,14,5,90,95,68,75,71,68,95,2310,High
1388,60,474,1387,0,False,2,False,20,9,94,88,78,99,65,76,68,2460,High
1389,216,601,1388,1,False,2,False,28,5,90,79,64,93,81,63,76,2571,High
1390,13,229,1389,1,True,2,False,13,9,78,89,83,80,67,90,93,2224,High
1391,256,114,1390,0,True,9,True,3,7,40,73,88,95,64,61,92,2038,High
1392,18,263,1391,1,False,5,False,26,9,97,84,70,90,97,95,87,2315,High
1393,200,34,1392,0,True,3,False,8,15,84,98,71,62,89,86,67,2010,High
1394,151,442,1393,1,False,3,False,4,7,64,66,56,59,68,68,84,2315,High
1395,149,554,1394,0,False,4,True,20,5,89,88,86,77,87,88,78,2571,High
1396,256,183,1395,0,False,3,False,34,13,99,93,98,74,87,88,78,2245,High
1397,400,541,1396,0,False,2,False,42,1,85,96,98,85,95,96,97,2634,High
1398,401,24,1397,0,False,6,False,4,14,89,78,89,91,76,96,81,2045,High
1399,402,36,1398,1,False,6,True,14,5,97,92,64,93,60,63,90,2020,High
1400,162,74,1399,0,False,1,False,29,13,86,100,86,96,73,60,77,2094,High
1401,403,154,1400,1,False,3,False,34,0,72,86,69,81,67,98,72,2137,High
1402,125,550,1401,0,False,3,False,1,3,63,78,97,67,72,64,67,2466,High
1403,117,417,1402,0,False,5,False,27,5,99,78,92,65,90,96,96,2472,High
1404,50,602,1403,1,False,4,False,30,9,81,85,64,61,86,80,83,2589,High
1405,339,120,1404,0,False,10,False,33,0,72,80,84,91,96,93,74,2157,High
1406,206,218,1405,1,False,1,False,15,6,94,98,65,98,78,96,86,2261,High
